ID,NU_NOTA_LC
1883,525.03
1884,500.32327
1885,454.683
1886,557.0711
1887,556.297
1888,473.62537
1889,464.98987
1890,584.98004
1891,426.26315
1892,561.22644
1893,582.17584
1894,516.2053
1895,513.58386
1896,516.3853
1897,601.57404
1898,645.71387
1899,594.5011
1900,426.50778
1901,474.5111
1902,591.94293
1903,541.16736
1904,488.7198
1905,462.5924
1906,459.67657
1907,640.71375
1908,526.6571
1909,554.051
1910,448.1541
1911,507.28433
1912,545.91
1913,463.8098
1914,497.7666
1915,599.2577
1916,549.00494
1917,480.7182
1918,486.49194
1919,544.27527
1920,519.31116
1921,522.468
1922,584.49176
1923,534.2515
1924,518.8712
1925,486.88492
1926,473.73663
1927,597.9074
1928,498.08087
1929,442.58344
1930,477.9808
1931,573.6571
1932,594.5861
1933,522.66736
1934,435.08524
1935,500.2187
1936,502.00613
1937,594.67126
1938,547.62134
1939,509.16534
1940,456.2129
1941,529.3255
1942,581.38086
1943,589.8058
1944,583.88043
1945,552.06055
1946,447.93964
1947,571.54694
1948,488.9193
1949,430.8399
1950,533.75323
1951,598.78815
1952,537.79974
1953,561.9719
1954,553.8001
1955,627.24036
1956,449.7925
1957,566.6555
1958,471.88867
1959,510.54025
1960,517.6627
1961,501.05292
1962,474.6992
1963,455.46307
1964,529.01135
1965,628.4706
1966,605.5595
1967,524.0596
1968,559.6984
1969,551.85693
1970,503.58286
1971,616.3345
1972,682.45404
1973,602.8477
1974,536.314
1975,526.2699
1976,597.3493
1977,544.6422
1978,551.09607
1979,499.0984
1980,543.1529
1981,504.52316
1982,484.9483
1983,599.28546
1984,588.74133
1985,555.9988
1986,588.2757
1987,570.87384
1988,541.94904
1989,540.01587
1990,549.0518
1991,520.1119
1992,556.9831
1993,456.82242
1994,557.00684
1995,625.2104
1996,444.8627
1997,507.34726
1998,515.72736
1999,541.8143
2000,516.2782
2001,558.7281
2002,640.2805
2003,515.4271
2004,471.67053
2005,537.35834
2006,539.31366
2007,566.66907
2008,543.4548
2009,542.3904
2010,491.52103
2011,463.14963
2012,458.30185
2013,547.93774
2014,466.11557
2015,561.3102
2016,527.6885
2017,529.0351
2018,543.4781
2019,631.68463
2020,499.3018
2021,565.0125
2022,573.6134
2023,464.07196
2024,623.14777
2025,511.28238
2026,563.2265
2027,477.55838
2028,590.3058
2029,504.35675
2030,525.72235
2031,626.90576
2032,585.8813
2033,537.8831
2034,519.53845
2035,430.48795
2036,456.6502
2037,435.1595
2038,443.82468
2039,462.15482
2040,527.2949
2041,494.42355
2042,504.0998
2043,575.7831
2044,503.55222
2045,594.48456
2046,487.37305
2047,645.16583
2048,463.58093
2049,672.43195
2050,609.915
2051,437.81503
2052,556.55334
2053,476.089
2054,439.58142
2055,464.24762
2056,575.4967
2057,511.94028
2058,641.5188
2059,452.2689
2060,438.46518
2061,514.1032
2062,583.9017
2063,512.2679
2064,549.4258
2065,646.81067
2066,425.81747
2067,484.77124
2068,539.1832
2069,455.13138
2070,533.7806
2071,524.31433
2072,443.77643
2073,432.21167
2074,561.6179
2075,435.19983
2076,532.3513
2077,542.73615
2078,517.5303
2079,553.7665
2080,561.9786
2081,543.1247
2082,524.23047
2083,502.22086
2084,520.9841
2085,554.71674
2086,528.3236
2087,499.63467
2088,512.34344
2089,528.5498
2090,598.2341
2091,449.38797
2092,544.2209
2093,540.099
2094,622.3821
2095,572.15375
2096,648.96747
2097,476.5558
2098,562.5259
2099,542.8335
2100,565.7249
2101,598.48505
2102,445.14526
2103,466.918
2104,427.16052
2105,524.1433
2106,609.84454
2107,561.97906
2108,535.0047
2109,546.6812
2110,506.85446
2111,473.2846
2112,459.48398
2113,441.45102
2114,576.9613
2115,567.41455
2116,593.327
2117,428.97424
2118,572.2722
2119,599.0304
2120,582.0454
2121,614.7852
2122,435.37762
2123,485.99368
2124,588.60486
2125,615.7556
2126,484.54944
2127,532.59094
2128,554.34985
2129,432.57083
2130,587.4679
2131,525.1997
2132,520.0804
2133,589.42755
2134,540.7778
2135,454.7761
2136,499.89102
2137,479.21875
2138,466.1816
2139,499.7779
2140,572.7227
2141,552.58093
2142,623.9465
2143,575.62256
2144,435.46292
2145,579.7447
2146,463.50958
2147,502.67603
2148,557.62976
2149,635.8781
2150,506.27994
2151,482.77216
2152,561.73724
2153,584.80334
2154,645.1414
2155,655.21814
2156,476.96323
2157,563.22906
2158,624.88043
2159,445.68286
2160,442.54272
2161,627.2974
2162,493.71445
2163,504.81506
2164,626.0977
2165,519.9028
2166,504.97513
2167,511.13712
2168,441.83777
2169,525.3408
2170,461.63248
2171,448.59042
2172,528.76544
2173,554.18353
2174,538.4151
2175,550.84076
2176,469.22137
2177,500.53168
2178,520.8063
2179,576.53296
2180,526.0932
2181,557.04706
2182,582.69006
2183,521.97314
2184,511.0549
2185,497.3753
2186,511.63162
2187,511.7248
2188,491.33627
2189,511.8301
2190,499.96582
2191,536.058
2192,472.3564
2193,585.7333
2194,530.7559
2195,515.5759
2196,479.96466
2197,520.01605
2198,521.5938
2199,618.94495
2200,517.31995
2201,503.77072
2202,530.18243
2203,447.00275
2204,650.0131
2205,607.0532
2206,463.96805
2207,609.0179
2208,498.39343
2209,532.9083
2210,534.0512
2211,454.24426
2212,429.4156
2213,449.87494
2214,444.22662
2215,625.43994
2216,468.13312
2217,495.49802
2218,503.66855
2219,575.1319
2220,455.99713
2221,671.6422
2222,455.95215
2223,464.859
2224,572.74
2225,491.81934
2226,580.35626
2227,476.47043
2228,567.3769
2229,440.5697
2230,505.0051
2231,528.2408
2232,619.25684
2233,549.22266
2234,594.57263
2235,537.24713
2236,471.83878
2237,532.81494
2238,497.99826
2239,568.7854
2240,565.5355
2241,583.4973
2242,535.02216
2243,509.40866
2244,532.0679
2245,478.48593
2246,563.1987
2247,638.32965
2248,502.01187
2249,514.3331
2250,423.12344
2251,636.4413
2252,617.16327
2253,478.4136
2254,505.09927
2255,500.24698
2256,506.33237
2257,634.02936
2258,556.7205
2259,443.09604
2260,483.57556
2261,613.376
2262,593.88306
2263,531.6081
2264,619.56616
2265,445.60236
2266,582.117
2267,497.69055
2268,544.9882
2269,569.70984
2270,496.52554
2271,505.66544
2272,640.0206
2273,460.57156
2274,501.73785
2275,582.6222
2276,432.47256
2277,411.10944
2278,439.6596
2279,515.7455
2280,592.0558
2281,537.6334
2282,505.05826
2283,559.0585
2284,519.191
2285,539.1566
2286,597.8154
2287,578.4976
2288,476.3189
2289,455.66995
2290,694.9031
2291,503.0846
2292,518.112
2293,553.2026
2294,500.02112
2295,427.99402
2296,563.7116
2297,529.18066
2298,463.75598
2299,474.52805
2300,456.78442
2301,458.32648
2302,539.4145
2303,578.83026
2304,543.58276
2305,510.16467
2306,442.44345
2307,484.19986
2308,550.1393
2309,520.8444
2310,550.1543
2311,530.2023
2312,528.9068
2313,490.3478
2314,416.5743
2315,482.71854
2316,456.30988
2317,521.7786
2318,511.11838
2319,614.2354
2320,546.034
2321,588.853
2322,526.11127
2323,528.36536
2324,594.88196
2325,562.6578
2326,515.35724
2327,676.5773
2328,447.6841
2329,475.05948
2330,655.5224
2331,563.166
2332,447.16666
2333,693.4371
2334,592.42566
2335,431.06766
2336,421.4412
2337,550.37335
2338,503.58572
2339,525.71936
2340,481.58923
2341,521.99036
2342,622.59784
2343,530.92114
2344,586.8778
2345,615.57684
2346,498.408
2347,555.30554
2348,484.8648
2349,511.27222
2350,513.91833
2351,439.712
2352,559.70087
2353,519.3883
2354,569.94147
2355,467.14282
2356,554.1846
2357,438.56363
2358,578.30963
2359,450.76657
2360,461.5622
2361,573.0372
2362,524.99426
2363,513.08746
2364,437.5809
2365,510.36124
2366,482.7592
2367,499.94556
2368,543.29376
2369,526.82117
2370,518.67084
2371,439.99304
2372,522.9916
2373,573.7916
2374,511.98065
2375,592.474
2376,474.9289
2377,565.89575
2378,543.1244
2379,497.8657
2380,523.8913
2381,501.8371
2382,580.2327
2383,534.4203
2384,455.0305
2385,511.05682
2386,463.1916
2387,573.6344
2388,473.21597
2389,503.17737
2390,542.3889
2391,573.8373
2392,474.87735
2393,572.09357
2394,622.98615
2395,563.93085
2396,504.72208
2397,497.07034
2398,531.08563
2399,507.10193
2400,486.1984
2401,432.35257
2402,539.17566
2403,629.98895
2404,470.8875
2405,572.8756
2406,604.5511
2407,603.835
2408,457.83203
2409,484.15344
2410,510.12357
2411,516.5487
2412,532.0171
2413,485.16626
2414,565.41943
2415,564.7612
2416,512.44696
2417,559.8823
2418,496.94067
2419,490.3948
2420,517.7083
2421,562.5231
2422,506.00977
2423,479.25534
2424,511.16513
2425,518.6946
2426,471.21994
2427,466.11014
2428,570.915
2429,563.5243
2430,563.7665
2431,497.96292
2432,554.82605
2433,504.21323
2434,422.29813
2435,513.92303
2436,458.56967
2437,514.09686
2438,573.14417
2439,596.4045
2440,559.88043
2441,617.89044
2442,485.7541
2443,501.00198
2444,590.45984
2445,453.364
2446,510.69104
2447,499.73877
2448,444.81613
2449,667.9025
2450,490.70514
2451,492.4271
2452,557.8126
2453,449.15723
2454,632.55
2455,600.5628
2456,454.84167
2457,533.06384
2458,500.6804
2459,464.43283
2460,428.25177
2461,454.72394
2462,449.89847
2463,514.6026
2464,514.86694
2465,521.8532
2466,518.3517
2467,567.1603
2468,531.3473
2469,539.86584
2470,526.8506
2471,590.11
2472,430.9318
2473,471.20334
2474,638.1456
2475,473.19635
2476,511.77496
2477,524.1512
2478,518.87384
2479,419.87698
2480,452.97043
2481,497.42673
2482,481.1652
2483,496.10245
2484,570.1127
2485,515.06274
2486,484.8817
2487,555.1232
2488,536.95026
2489,435.87833
2490,514.9337
2491,452.59296
2492,577.55
2493,492.32715
2494,519.50433
2495,576.1776
2496,444.3021
2497,588.38635
2498,550.2646
2499,623.1068
2500,553.35016
2501,544.04944
2502,479.40866
2503,535.7424
2504,510.73773
2505,567.9355
2506,502.84436
2507,592.5695
2508,515.32416
2509,454.26077
2510,513.1776
2511,521.0845
2512,499.29755
2513,460.9849
2514,524.35034
2515,494.45935
2516,536.2908
2517,521.56366
2518,512.49066
2519,552.7196
2520,581.4531
2521,521.20245
2522,611.1129
2523,475.09796
2524,583.7054
2525,463.38232
2526,517.43945
2527,555.65753
2528,592.7843
2529,512.28876
2530,556.1766
2531,508.91827
2532,612.3059
2533,603.1333
2534,515.13745
2535,516.3297
2536,468.99094
2537,615.0594
2538,640.8606
2539,484.6282
2540,477.9243
2541,568.6388
2542,552.4388
2543,431.4178
2544,504.31223
2545,637.87555
2546,514.0939
2547,705.87604
2548,574.48865
2549,583.8071
2550,584.1642
2551,576.2744
2552,541.1497
2553,528.222
2554,640.61926
2555,445.7963
2556,450.80356
2557,549.31757
2558,596.51544
2559,523.0521
2560,569.9373
2561,651.0873
2562,444.3967
2563,597.0907
2564,562.75885
2565,429.9927
2566,516.96014
2567,532.0949
2568,555.7662
2569,491.55853
2570,479.95425
2571,523.63776
2572,438.19644
2573,438.54834
2574,635.4709
2575,497.4577
2576,617.94727
2577,613.7276
2578,507.9062
2579,492.83194
2580,450.30478
2581,578.0731
2582,470.9116
2583,487.98557
2584,570.49384
2585,476.48495
2586,527.53815
2587,483.36127
2588,468.35495
2589,564.4941
2590,551.08124
2591,572.27716
2592,464.33914
2593,451.56967
2594,517.3035
2595,502.14355
2596,541.0235
2597,454.21054
2598,509.24197
2599,593.67896
2600,466.27167
2601,480.8134
2602,468.00015
2603,453.9724
2604,518.1236
2605,551.539
2606,571.7198
2607,520.15814
2608,439.95538
2609,557.109
2610,540.4511
2611,531.19586
2612,555.0189
2613,457.86487
2614,491.7379
2615,529.699
2616,487.24728
2617,465.68445
2618,527.73627
2619,592.40875
2620,481.59958
2621,523.4126
2622,438.5921
2623,604.76984
2624,483.967
2625,452.59106
2626,499.67496
2627,536.6823
2628,516.4738
2629,565.09515
2630,584.09143
2631,510.0261
2632,405.18402
2633,483.7156
2634,577.5302
2635,539.07666
2636,550.3645
2637,622.104
2638,525.512
2639,566.2412
2640,483.43527
2641,650.4177
2642,460.88162
2643,604.43286
2644,462.58078
2645,451.7266
2646,650.49884
2647,475.1701
2648,526.5671
2649,426.34033
2650,581.0622
2651,508.67548
2652,502.25937
2653,550.66504
2654,468.96277
2655,523.2472
2656,611.34436
2657,519.2365
2658,548.2461
2659,450.53918
2660,512.4232
2661,640.98444
2662,649.69336
2663,443.82922
2664,620.76935
2665,599.8259
2666,430.40115
2667,447.68433
2668,554.99744
2669,493.5277
2670,445.88202
2671,544.351
2672,571.4871
2673,450.65982
2674,536.27985
2675,500.23563
2676,574.4183
2677,525.9975
2678,525.59125
2679,556.18494
2680,615.78076
2681,421.89157
2682,503.77597
2683,520.2843
2684,467.38663
2685,536.4527
2686,638.5155
2687,501.85858
2688,540.74054
2689,444.548
2690,614.8397
2691,534.9889
2692,499.3259
2693,551.38574
2694,593.52625
2695,549.9568
2696,520.8523
2697,560.48944
2698,464.2455
2699,645.08325
2700,512.3558
2701,475.13504
2702,507.0091
2703,467.75308
2704,457.11328
2705,541.79266
2706,495.30777
2707,497.4615
2708,542.8003
2709,598.66846
2710,511.47903
2711,612.88257
2712,516.3463
2713,594.2768
2714,566.3088
2715,536.1549
2716,475.97272
2717,461.35242
2718,486.3689
2719,492.9407
2720,563.3736
2721,607.9
2722,585.362
2723,535.91724
2724,513.5783
2725,530.2403
2726,506.28555
2727,602.9672
2728,480.72852
2729,560.3499
2730,435.69836
2731,686.95557
2732,437.45233
2733,526.4847
2734,501.7106
2735,537.4829
2736,576.38196
2737,550.03064
2738,536.1134
2739,529.6622
2740,511.09943
2741,546.45624
2742,519.87695
2743,502.18527
2744,474.92917
2745,532.80304
2746,506.04202
2747,580.65234
2748,579.7926
2749,635.4581
2750,560.98846
2751,589.2282
2752,618.76
2753,478.7044
2754,633.41473
2755,523.2227
2756,482.52927
2757,474.73425
2758,511.40735
2759,568.6956
2760,461.7534
2761,505.78967
2762,590.54297
2763,554.4678
2764,584.283
2765,499.16275
2766,461.47107
2767,598.9622
2768,565.4933
2769,510.39392
2770,555.5042
2771,482.36765
2772,417.8167
2773,576.20245
2774,595.47034
2775,445.41953
2776,528.6086
2777,570.918
2778,520.34564
2779,502.5399
2780,612.9117
2781,437.26532
2782,547.25085
2783,479.10007
2784,542.5704
2785,471.95825
2786,445.02307
2787,597.3759
2788,554.12
2789,440.2229
2790,427.04102
2791,606.377
2792,564.94147
2793,545.01556
2794,432.8529
2795,481.4764
2796,547.1908
2797,555.45874
2798,551.13873
2799,463.88593
2800,490.77646
2801,459.18927
2802,589.5671
2803,451.05466
2804,454.0196
2805,599.328
2806,625.7604
2807,605.7853
2808,560.8342
2809,628.42633
2810,570.06555
2811,487.03473
2812,558.67664
2813,489.53604
2814,435.2155
2815,599.342
2816,484.81323
2817,550.18256
2818,587.4689
2819,520.2009
2820,502.20215
2821,531.6299
2822,556.33167
2823,593.73236
2824,564.50964
2825,605.67285
2826,469.3809
2827,521.304
2828,541.63385
2829,541.1205
2830,459.8285
2831,578.6298
2832,603.0335
2833,591.621
2834,629.3355
2835,490.0987
2836,511.40054
2837,537.1824
2838,534.3738
2839,450.36185
2840,471.49585
2841,542.50885
2842,481.6888
2843,523.2629
2844,651.92236
2845,505.60422
2846,468.86786
2847,593.5468
2848,516.8496
2849,588.3751
2850,562.8608
2851,597.85876
2852,630.80896
2853,482.8945
2854,631.5945
2855,573.5193
2856,557.4079
2857,530.0201
2858,525.22296
2859,569.0928
2860,440.76035
2861,509.68497
2862,578.38226
2863,593.78467
2864,489.76352
2865,528.1548
2866,482.9268
2867,586.37854
2868,643.7208
2869,652.87225
2870,506.67065
2871,455.06607
2872,534.4494
2873,486.5535
2874,514.51984
2875,552.21094
2876,520.9351
2877,502.41495
2878,695.5724
2879,544.8974
2880,537.89343
2881,468.91852
2882,561.50397
2883,477.8391
2884,581.9225
2885,438.7627
2886,610.0375
2887,480.3814
2888,536.4522
2889,618.4944
2890,610.9436
2891,510.6845
2892,519.36066
2893,479.74295
2894,468.73758
2895,671.32794
2896,577.7988
2897,567.3838
2898,429.20142
2899,542.99347
2900,533.34
2901,544.94806
2902,579.23694
2903,478.47165
2904,573.2581
2905,578.1239
2906,539.7777
2907,566.6563
2908,472.9112
2909,502.6898
2910,490.8048
2911,590.2025
2912,512.813
2913,625.99396
2914,482.59576
2915,429.246
2916,577.06964
2917,469.9084
2918,530.91943
2919,473.06717
2920,564.0945
2921,495.4366
2922,479.73315
2923,550.40765
2924,512.01587
2925,552.08014
2926,633.61395
2927,553.82544
2928,520.99744
2929,568.5761
2930,437.59048
2931,564.65753
2932,577.3114
2933,487.50912
2934,569.0042
2935,503.67163
2936,652.68256
2937,606.89825
2938,445.3935
2939,559.31464
2940,571.68646
2941,585.66864
2942,630.6652
2943,559.4566
2944,493.01315
2945,631.21655
2946,513.1991
2947,565.778
2948,514.66345
2949,593.37506
2950,652.51526
2951,503.73517
2952,550.1966
2953,448.60315
2954,495.57574
2955,449.98508
2956,542.9737
2957,501.67255
2958,601.67755
2959,562.13965
2960,545.5733
2961,651.68005
2962,504.8319
2963,451.00174
2964,493.0261
2965,491.29922
2966,438.7385
2967,518.0954
2968,511.13477
2969,440.13406
2970,549.5776
2971,691.9643
2972,544.3852
2973,527.0021
2974,563.69885
2975,571.81244
2976,555.00775
2977,487.44965
2978,614.45166
2979,533.9774
2980,565.6866
2981,611.96405
2982,596.9514
2983,424.69693
2984,464.35712
2985,549.31915
2986,502.7537
2987,447.99796
2988,432.88547
2989,480.7992
2990,550.7527
2991,621.2728
2992,563.9955
2993,537.1998
2994,503.4633
2995,475.9088
2996,633.4142
2997,453.91403
2998,517.7311
2999,560.42004
3000,517.2446
3001,683.16797
3002,527.47595
3003,488.31686
3004,552.596
3005,508.17227
3006,554.6922
3007,531.66705
3008,548.75946
3009,631.0046
3010,531.0462
3011,634.77576
3012,588.53705
3013,510.60162
3014,665.0469
3015,466.81903
3016,542.2633
3017,422.68854
3018,639.4498
3019,525.19916
3020,553.8849
3021,578.3667
3022,498.4654
3023,620.2814
3024,514.4458
3025,546.146
3026,638.3926
3027,519.5138
3028,509.2902
3029,517.85297
3030,575.96216
3031,470.28937
3032,498.44565
3033,461.8877
3034,491.88257
3035,459.2442
3036,484.1788
3037,490.1377
3038,455.9049
3039,563.9358
3040,505.94525
3041,543.1585
3042,474.09363
3043,499.34207
3044,467.79
3045,427.7873
3046,468.01956
3047,534.89136
3048,465.896
3049,427.69083
3050,532.76654
3051,469.84027
3052,482.43057
3053,606.2213
3054,531.0696
3055,496.25226
3056,449.0429
3057,553.6125
3058,424.08502
3059,480.12796
3060,532.3914
3061,519.8825
3062,455.90027
3063,464.75705
3064,601.39636
3065,555.1296
3066,579.5831
3067,566.78546
3068,458.93985
3069,527.6655
3070,545.26086
3071,534.55646
3072,526.92084
3073,530.47675
3074,543.3257
3075,497.11392
3076,464.62466
3077,572.67487
3078,669.31433
3079,569.77924
3080,612.58466
3081,578.1556
3082,555.55457
3083,574.3114
3084,520.83746
3085,563.8008
3086,482.75525
3087,447.8264
3088,530.2832
3089,428.77463
3090,533.9674
3091,663.04504
3092,443.56192
3093,541.90906
3094,591.77313
3095,529.39667
3096,445.64725
3097,537.14514
3098,491.16196
3099,481.39838
3100,502.85406
3101,677.8406
3102,567.80774
3103,588.4953
3104,658.87836
3105,525.68
3106,558.16376
3107,464.39444
3108,530.1814
3109,450.1022
3110,549.26605
3111,554.81195
3112,612.3993
3113,510.0644
3114,455.30017
3115,461.54388
3116,549.5657
3117,582.77374
3118,540.38904
3119,543.85004
3120,496.14557
3121,473.04727
3122,555.87616
3123,570.3379
3124,586.7967
3125,457.29343
3126,483.5295
3127,506.38037
3128,586.83936
3129,487.1291
3130,530.164
3131,447.5464
3132,595.11475
3133,542.0005
3134,492.90482
3135,478.45428
3136,611.02356
3137,649.4232
3138,508.48038
3139,440.9462
3140,441.06723
3141,460.59302
3142,630.40125
3143,560.3691
3144,447.60773
3145,516.20984
3146,585.6153
3147,474.88358
3148,578.3367
3149,537.26886
3150,487.46497
3151,534.53613
3152,538.93414
3153,473.02026
3154,559.4306
3155,566.0596
3156,580.4561
3157,586.0332
3158,571.79596
3159,529.2545
3160,473.07443
3161,626.1694
3162,441.74893
3163,543.77203
3164,534.15704
3165,488.86978
3166,458.40628
3167,426.80978
3168,555.6557
3169,490.02295
3170,623.1296
3171,601.38916
3172,437.4745
3173,476.57578
3174,398.09015
3175,478.58197
3176,463.77963
3177,608.20337
3178,582.1562
3179,553.0007
3180,470.8734
3181,607.23413
3182,529.7457
3183,607.8275
3184,507.0834
3185,429.94635
3186,589.07733
3187,595.93866
3188,530.9586
3189,534.58185
3190,531.84894
3191,482.2249
3192,578.08997
3193,507.25128
3194,515.4883
3195,631.7498
3196,497.77667
3197,482.4904
3198,432.11118
3199,503.7694
3200,576.8764
3201,517.8429
3202,542.6937
3203,562.381
3204,617.22815
3205,589.75934
3206,503.26117
3207,468.33322
3208,552.23505
3209,575.3633
3210,418.24216
3211,594.12177
3212,552.0825
3213,678.40106
3214,597.5657
3215,546.6411
3216,503.6631
3217,577.695
3218,515.33026
3219,501.49115
3220,524.1604
3221,533.90045
3222,469.13263
3223,564.18353
3224,568.70197
3225,499.68173
3226,666.559
3227,542.14154
3228,569.82117
3229,469.09848
3230,473.89233
3231,606.42554
3232,534.5717
3233,416.23267
3234,549.4925
3235,527.346
3236,581.67847
3237,541.20215
3238,534.77
3239,488.56454
3240,517.4131
3241,578.0506
3242,478.35623
3243,496.45297
3244,439.38034
3245,499.569
3246,586.30176
3247,526.3187
3248,573.65924
3249,567.6669
3250,456.42084
3251,569.53265
3252,432.5709
3253,573.824
3254,556.352
3255,531.16315
3256,557.99615
3257,468.1374
3258,578.27576
3259,611.7333
3260,504.6318
3261,574.9877
3262,448.2806
3263,556.87335
3264,532.56506
3265,519.9669
3266,628.8603
3267,495.74142
3268,471.10922
3269,573.41016
3270,570.96173
3271,499.25095
3272,584.6891
3273,550.01013
3274,478.36823
3275,544.7276
3276,589.1018
3277,554.19
3278,477.4729
3279,469.7774
3280,557.9247
3281,597.03546
3282,591.839
3283,456.72424
3284,451.04132
3285,474.0584
3286,550.931
3287,424.6887
3288,563.87823
3289,465.1004
3290,509.71747
3291,550.2867
3292,486.41037
3293,493.5395
3294,502.64694
3295,517.6291
3296,576.49255
3297,555.5576
3298,477.8637
3299,569.9811
3300,525.0434
3301,465.07077
3302,506.49033
3303,489.283
3304,489.4922
3305,607.71515
3306,561.55524
3307,531.31573
3308,498.20483
3309,538.4906
3310,547.8427
3311,553.2379
3312,608.0087
3313,498.6424
3314,689.70624
3315,542.8375
3316,553.1766
3317,583.319
3318,553.1891
3319,538.9374
3320,546.81946
3321,524.7811
3322,557.9374
3323,568.7334
3324,506.49673
3325,549.46124
3326,509.15274
3327,565.0755
3328,548.64954
3329,518.4395
3330,494.05884
3331,466.10962
3332,611.48755
3333,523.6949
3334,625.33954
3335,541.2713
3336,526.52997
3337,472.20023
3338,557.79236
3339,661.8966
3340,559.2908
3341,564.341
3342,539.2484
3343,448.44763
3344,526.13354
3345,585.90045
3346,577.07605
3347,523.4271
3348,608.3017
3349,433.97183
3350,429.45255
3351,540.50275
3352,569.7703
3353,538.3149
3354,601.3595
3355,539.9262
3356,471.19025
3357,476.69125
3358,554.91797
3359,593.2923
3360,483.51968
3361,589.90814
3362,466.7702
3363,479.98425
3364,490.47028
3365,484.85913
3366,564.219
3367,559.0263
3368,645.911
3369,469.78683
3370,455.3904
3371,592.2954
3372,656.43353
3373,584.35315
3374,514.11774
3375,539.4094
3376,554.9733
3377,459.29282
3378,518.3641
3379,613.8634
3380,467.1631
3381,586.7451
3382,512.20795
3383,556.16656
3384,636.76483
3385,485.7679
3386,544.6521
3387,516.1052
3388,520.0235
3389,579.02985
3390,464.10806
3391,544.8898
3392,455.98615
3393,564.6995
3394,541.3364
3395,590.27844
3396,587.6556
3397,436.7988
3398,502.53592
3399,503.3976
3400,480.69058
3401,498.1289
3402,600.49365
3403,483.7542
3404,556.5425
3405,604.9089
3406,585.3257
3407,522.88275
3408,542.18335
3409,578.4788
3410,548.693
3411,465.1577
3412,448.81744
3413,545.8248
3414,568.1019
3415,478.11746
3416,510.78854
3417,574.5875
3418,493.291
3419,497.45374
3420,468.18005
3421,516.7135
3422,535.5552
3423,460.90643
3424,524.5704
3425,574.1601
3426,632.2663
3427,532.2023
3428,586.7617
3429,509.92856
3430,493.37982
3431,455.13538
3432,540.9166
3433,535.12964
3434,540.53625
3435,529.2643
3436,580.4472
3437,493.95456
3438,495.92032
3439,476.29797
3440,582.948
3441,499.92007
3442,639.2652
3443,561.1497
3444,600.34106
3445,460.3386
3446,478.61343
3447,550.47986
3448,624.375
3449,489.67798
3450,534.835
3451,488.74252
3452,609.1543
3453,552.15717
3454,589.67126
3455,634.6957
3456,492.9782
3457,633.141
3458,556.1574
3459,424.52655
3460,473.77008
3461,618.7897
3462,604.5544
3463,548.2105
3464,614.2601
3465,655.8095
3466,431.94174
3467,562.6379
3468,575.7494
3469,477.09985
3470,521.2616
3471,501.48602
3472,693.6801
3473,549.8311
3474,449.94653
3475,546.6242
3476,601.6523
3477,486.96277
3478,487.63818
3479,504.55453
3480,549.47675
3481,515.1578
3482,596.9691
3483,457.33044
3484,546.7677
3485,653.3231
3486,436.1017
3487,554.2989
3488,513.2633
3489,492.1933
3490,490.21268
3491,555.14246
3492,524.26416
3493,420.60934
3494,687.37805
3495,523.021
3496,495.2424
3497,624.80646
3498,544.78143
3499,426.69296
3500,466.5469
3501,478.03702
3502,535.9461
3503,491.1824
3504,491.9806
3505,498.88586
3506,524.219
3507,576.652
3508,486.67044
3509,574.0981
3510,592.57764
3511,555.83014
3512,544.66864
3513,525.07587
3514,455.53674
3515,475.0414
3516,481.13095
3517,571.77655
3518,524.24316
3519,554.24786
3520,509.39554
3521,614.8612
3522,615.2058
3523,502.83435
3524,506.42126
3525,633.26605
3526,577.3225
3527,533.87726
3528,568.7338
3529,596.91614
3530,484.27878
3531,584.00836
3532,415.1012
3533,579.1446
3534,525.9898
3535,458.23572
3536,571.0071
3537,562.82086
3538,498.66925
3539,596.9571
3540,583.50745
3541,477.42017
3542,447.86353
3543,451.6427
3544,445.42664
3545,466.47766
3546,625.5768
3547,517.48444
3548,614.31525
3549,539.9935
3550,536.76416
3551,528.49384
3552,536.16046
3553,497.55908
3554,499.72797
3555,439.50107
3556,481.64557
3557,480.53763
3558,574.4158
3559,483.15613
3560,474.51627
3561,573.3308
3562,539.6632
3563,463.67346
3564,427.36917
3565,631.0757
3566,572.94684
3567,524.0611
3568,435.70938
3569,468.78348
3570,522.14996
3571,529.5251
3572,595.1381
3573,437.24033
3574,513.2244
3575,553.67474
3576,587.6257
3577,488.9089
3578,580.49414
3579,521.5029
3580,561.1791
3581,550.0487
3582,420.8582
3583,575.20276
3584,613.7429
3585,494.05658
3586,464.8568
3587,601.43085
3588,549.5634
3589,458.39185
3590,545.74225
3591,515.36316
3592,522.0096
3593,531.60864
3594,465.47827
3595,480.7894
3596,578.32355
3597,622.4998
3598,517.74176
3599,565.9939
3600,528.1661
3601,459.83777
3602,578.0326
3603,449.26886
3604,442.89374
3605,550.871
3606,471.97208
3607,491.46094
3608,461.89792
3609,501.2961
3610,618.38617
3611,493.10437
3612,470.4918
3613,496.81293
3614,450.15662
3615,552.43866
3616,461.27292
3617,653.9366
3618,452.9061
3619,572.3682
3620,439.95004
3621,562.85754
3622,530.8875
3623,470.21558
3624,546.38855
3625,535.6399
3626,488.35315
3627,543.0637
3628,554.2374
3629,543.35876
3630,517.85175
3631,589.4744
3632,579.53375
3633,647.0007
3634,506.8853
3635,541.10974
3636,620.1931
3637,543.6126
3638,591.4836
3639,562.0876
3640,607.40356
3641,591.19507
